"aasta";"koht";"vastanuid";"lugu";"lugu_toodeldud";"artist";"track";"lugu_url";"lugu_url_2";"sonad";"keel"
"2005";11;1113;"Laura - Moonwalk (1113)";"Laura - Moonwalk";"Laura";"Moonwalk";"laura-moonwalk";"http://sasslantis.ee/lyrics-laura-moonwalk";"I'm trying to escape, there's no need to explain
Reaching for the moon, I'm flying away
Counting the time, back to year sixty-nine
""We come in peace"", echoes my mind

You're my sattellite, in dark, cold night
Up to the stars, reaching for life

And now I take my apollo for a flight
Tonight I'm taking my moonwalk
Sun goes round me, the earth is out of sight
Tonight I'm taking my moonwalk
If I let the lightyears pass me by
I'm free, stop hiding your feelings
Here's my chance to say what's on my mind

In the ocean of space, I made a mistake
I lost my sunshine, while running away
Alone in the dark on this higher ground
I want to come back, do you read me now

You're my sattellite, in dark, cold night
Up with the stars, I miss the daylight

And now I take my apollo for a flight
Tonight I'm taking my moonwalk
Sun goes round me, the earth is out of sight
Tonight I'm taking my moonwalk
If I let the lightyears pass me by
I'm free, stop hiding your feelings
Here's my chance to say what's on my mind

You're my sattellite, in dark, cold night
Up to the stars, reaching for life

You're my sattellite, in dark, cold night
(Up to the stars, reaching for life)

And now I take my apollo for a flight
Tonight I'm taking my moonwalk
Sun goes round me, the earth is out of sight
Tonight I'm taking my moonwalk
If I let the lightyears pass me by
I'm free, stop hiding your feelings
Here's my chance to say what's on my mind

I'm taking my moonwalk... 
            
            ";"inglise"
"2005";12;1108;"Tanel Padar & The Sun - Welcome To Estonia (1108)";"Tanel Padar & The Sun - Welcome To Estonia";"Tanel Padar & The Sun";"Welcome To Estonia";"tanel_padar-welcome_to_estonia";"http://sasslantis.ee/lyrics-tanel_padar-welcome_to_estonia";"Eile nägin veel eestimaad,tondiraba ja põlislaant,
 rahvariiet, ugriverd, laulupidu, läänemerd.
Homme on siin estonia, remont on tehtud võib uksed avada.
Külla tulge kõik, tahan näidata kui kaunis on mu maa,  mis seedripalme kasvatab

Welcome to Estonia, pudrujõed ja piimamäed
Welcome to Estonia, koidikulippu taas lehvimas näed.
Welcome to Estonia, teid tervitades tõstan käed-teretulemast

Narvas usud et surnud jõed metsad-puud me vennad-õed. 
Leib on must ja valge on viin
Ma pole turist ma elan siin.
Kas olla märk või vaba riik, majandusime või konnatiik

Welcome to Estonia, pudrujõed ja piimamäed
Welcome to Estonia, koidikulippu taas lehvimas näed.
Welcome to Estonia, omakord aga võõrad väed 
Welcome to Estonia, teid tervitades tõstan käed-teretulemas

MA ELAN EESTIMAAL 2X
tibitaba-daa ja tipa-tapa-tapa võtan kätte mikrofoni teise õlle kapa.
Põltsamaal-Võrus, Tartus või Tapal kõik inimesed kuulavad kui rääkima hakkan.
Rääkima hakkan teile Eestimaa elust, soojast viru õlust, Hollywoodi melust.
Mägesid ei ole, jõed on väiksed, metsas on mustikad ja kahepaiksed.
Torupilli saatel aknast välja vaatan, kusagile kadunud on kommunismi saatan
Roosasi prille ma igapäev kannan, kerjustele 500 krooniseid  annan.
Yo, tulge meile külla
Yo, tulge meile külla 
Welcome to Estonia, pudrujõed ja piimamäed
Welcome to Estonia, koidikulippu taas lehvimas näed.
Welcome to Estonia, omakord aga võõrad mäed 
Welcome to Estonia, teid tervitades tõstan käed
            
            ";"eesti"
"2005";13;913;"Smilers - Asi on maitses (913)";"Smilers - Asi on maitses";"Smilers";"Asi on maitses";"smilers-asi_on_maitses";"http://sasslantis.ee/lyrics-smilers-asi_on_maitses";"Mõnele leiba, mõnele vett,
ühele porgand, teisele kepp.
Mõnele meeldivad banaanid ja palmid,
mõnele muusika Linnahallis.

Mõnele meeldib, kui kasiinost võidab
sada krooni ja katus sõidab.
Aga minule meeldib siis, kui nõksuvad puusad,
õlu on külm ja naised on kuumad.

Refr:
Asi on maitses. [Uu-shalala. Uu-shalala.]
Asi on maitses. [Uu-shalala. Uu-shalala.]

Mõnele meeldib istuda kodus
otsida õnne televiisoriudust.
Mõni peab linna peal baarides jahti,
et saaks noka kinni ja saba lahti.

Mõnele meeldib nagu väikene nugis
õhtuti sebida inglite klubis.
Aga minule meeldib seal, kus oleme meie,
õlu on külm ja pidu on teine.

Refr:
Asi on maitses. [Uu-shalala. Uu-shalala.]
Asi on maitses. [Uu-shalala. Uu-shalala.]

Kuidas kellegil on, seda keegi ei tea.
Mis on ühele halb, on teisele hea.
Kui meeldib siis täiega
selle üle ei vaielda.
Igaüks oma asju ise teab.

Refr:
Asi on maitses.
Asi on maitses.

Asi on maitses. [Uu-shalala. Uu-shalala.]
Asi on maitses. [Uu-shalala. Uu-shalala.]
...
            
            ";"eesti"
"2005";14;880;"Smilers - Käime katuseid mööda (880)";"Smilers - Käime katuseid mööda";"Smilers";"Käime katuseid mööda";"smilers-kaime_katuseid_mooda";"http://sasslantis.ee/lyrics-smilers-kaime_katuseid_mooda";"Käime katuseid mööda
Lähme kolame pööningute peal
Nad ei tea mida mõelda
Need kes pole iial käinud seal
Näitad meile suunda
Vana tuulelipp
Siia ülesse kuulda ei ole midagi
Käime katuseid mööda
Tule lähme turnime tornides
Lähme katsume pilvi
Lähme värvime taeva siniseks
Ühed tahavad palju, teised rohkem veel
Mõned tahavad kõike
Nad ei kõnni katustel

Me ei näe teisi kihutamas ringi
Meil on silmad ainult teineteise jaoks
Meil on aega hoida teineteisest kinni
Maailm kuhugi ei kao....maailm kuhugi ei kao

Üksik mees istub kodus
Joob õlut ja üksinda kurvastab
Üksik hooldaja naine vaatab üksinda viimast seebikat
Klaasist akende taga
Ja neid on rohekem veel
Ja nad on üksinda kodus 
nad ei kõnni katustel

Me ei näe teisi kihutamas ringi
Meil on silmad ainult teineteise jaoks
Meil on aega hoida teineteisest kinni
Maailm kuhugi ei kao....maailm kuhugi ei kao....maailm kuhugi ei kao
            
            ";"eesti"
"2005";15;856;"Meie Mees & Nexus - Tormituuled (856)";"Meie Mees & Nexus - Tormituuled";"Meie Mees & Nexus";"Tormituuled";"meie_mees_nexus-tormituuled";"http://sasslantis.ee/lyrics-meie_mees_nexus-tormituuled";NA;NA
"2005";16;786;"Maarja & Lauris Reiniks - And You Came (786)";"Maarja & Lauris Reiniks - And You Came";"Maarja & Lauris Reiniks";"And You Came";"maarja_lauris_reiniks-and_you_came";"http://sasslantis.ee/lyrics-maarja_lauris_reiniks-and_you_came";NA;NA
"2005";17;778;"Tanel Padar & The Sun - Nagu merelaine (778)";"Tanel Padar & The Sun - Nagu merelaine";"Tanel Padar & The Sun";"Nagu merelaine";"tanel_padar-nagu_merelaine";"http://sasslantis.ee/lyrics-tanel_padar-nagu_merelaine";"Mu saabun salaja, kui laine, mis randa merevaiku viib
Ja meremaik mu huulte peal on maine, kui rõivas võbeleb kui tiib
Olla võin kui jää või tulikuum, su kõigi unistuste tuum
Ja valgel ööl ka varjust truum
Enda nii sulle tõin ma, kuigi tean, et homme võin ma
Muutuda vaid nimeks sinu suul
Ja muutun samuti kui laine, mis piire millekski ei pea
Sa oled mees ja mina olen naine, tean mõnda, mida sa ei tea
Olla võin kui jää või tulikuum, su kõigi unistuste tuum
Ja valgel ööl ka varjust truum
Enda nii sulle tõin ma, kuigi tean, et homme võin ma
Muutuda vaid nimeks sinu suul
Ma olen nagu päev, sa öö, üks meri teine on kui maa
Kui palju tundeid mahub meie vahele, aimata ei suuda keegi
Muutub meri, muutub maagi
Olla võin kui jää või tulikuum, su kõigi unistuste tuum
Ja valgel ööl ka varjust truum
Enda nii sulle tõin ma, kuigi tean, et homme võin ma
Muutuda vaid nimeks sinu suul
(Olla võin kui jää või tulikuum,) su kõigi unistuste tuum
Ja valgel ööl ka varjust truum
Enda nii sulle tõin ma, kuigi tean, et homme võin ma
Muutuda vaid nimeks sinu suul
Muutuda vaid nimeks sinu suul
            
            ";"eesti"
"2005";18;728;"Elav Legend - Mälestused (728)";"Elav Legend - Mälestused";"Elav Legend";"Mälestused";"elav_legend-malestused";"http://sasslantis.ee/lyrics-elav_legend-malestused";"On ju meeles mul see
kui kohtusime ja silma mulle jäid
kõik see veedetud aeg
mis tookord nii lõputuna näis

oli selge see
et ükskord peab kõik ju lõppema
ja ainsaks lohutuseks jäi see
et võime kauges minevikus kohtuda

Ref:
mälestustest keegi meid välja ei saa ajada
mälestustes võime kahekesi julgelt rännata
mälestustele on loodud paik mis on nii puutumatu
oled sina ja mina parandamatud

kui sinna sisse kord saan
ei enam kunagi ma taha leida tagasiteed
ma tean,et kõrvetan 
kui siia kauaks jään ja otsin sinu pärlikeed

nii aina palun su ees
ärme iial jätame mälestuste laeva
ja lase olla mul veel
üks väike täht sinu unistuste taevas

ref:2x

            
            ";"eesti"
"2005";19;706;"Ines - Ma ei tea mis juhtuks (706)";"Ines - Ma ei tea mis juhtuks";"Ines";"Ma ei tea mis juhtuks";"ines-ma_ei_tea_mis_juhtuks";"http://sasslantis.ee/lyrics-ines-ma_ei_tea_mis_juhtuks";"Ma ei tea mis juhtuks, 
mis juhtuks kui teada sa saaks,
et ma sinust mõtlen,
koguaeg salaja..

Ma ei tea mis juhtuks,
kui pilgud sulle reedaksid mind,
kuhu tuleks joosta,
kuhu kaugele peidaksin end?

Oled nagu needus minu jaoks,
on kohtuavalt raske end hoida vaos,
sinu kõrval olla iga päev,
kui sa midagi ei tea..
Ja sa midagi ei näe..
Sest sa midagi ei tea,
ja sa midagi ei näe..

Ma ei tea mis juhtuks,
mis siis juhtuks kui korraga sa,
näeksid minu sisse,
näeksid seda kuidas piinlema pean..

Ma ei tea mis juhtuks,
kui sa ühtäkki märkaksid mind,
mida ma siis teeksin,
kuidas kinni ma hoiaksin end?

Ma tean, see pole õige,
keegi teine ju nii ei teeks.
Ma tean, ei ole mõtet sind mul hoida oma sees.
Mis siis, et mul on valus,
mis siis sellest, kui ma sind ei saa,
see on mu enda teha kuidas elan..

Ma ei tea mis juhtuks, 
kui pisutki avaksin end,
mida sa mõtleks,
kas sa tahaksid kuulata mind?

Ma ei tea mis juhtuks,
kas taltsutada suudaksin end,
Ma ei tea mis teeksin,
kui kõikidest valiksid mind..

Ma tean, see pole õige,
keegi teine ju nii ei teeks.
Ma tean, ei ole mõtet sind mul hoida oma sees.
Mis siis, et mul on valus,
mis siis sellest, kui ma sind ei saa,
see on mu enda teha kuidas elan..[2x]

Ma ei tea mis juhtuks,
kui ühtäkki märkaksid mind,
mida ma siis teeksin,
kuidas kinni ma hoiaksin end?

Ma ei tea mis juhtuks,
mis juhtuks kui teada sa saaks,
et ma nagu suhkur,
sinu ees hakkan sulama..

            
            ";"eesti"
"2005";20;611;"Metsatöll - Oma laulu ei leia ma üles (611)";"Metsatöll - Oma laulu ei leia ma üles";"Metsatöll";"Oma laulu ei leia ma üles";"metsatoll-oma_laulu_ei_leia_ma_ules";"http://sasslantis.ee/lyrics-metsatoll-oma_laulu_ei_leia_ma_ules";"Üle vainude valendab aur
Vahulillede udune voodi
Igaühel on südamelaul
Igaühel on see isemoodi

Lähen karjateed, karukell käes
Kutsun hiliseid laule ma koju
Ja nad tulevad männiku mäelt
Kõige viimane udus veel ujub

Minu laule vist teavad siin kõik
Õhus ripuvad kellukakannud
Kuna kõik nad siit karjamaalt sõid
Üks vallatu plehku on pannud

Üle vainude valendab aur
Mul on närbunud karukell süles
Igaühel on siin oma laul
Ja ma oma ei leiagi üles
            
            ";"eesti"
"2005";21;589;"Ines - Väike saatan (589)";"Ines - Väike saatan";"Ines";"Väike saatan";"ines-vaike_saatan";"http://sasslantis.ee/lyrics-ines-vaike_saatan";"loen endamisi õhtutunde
ei jõua ära oodata
mul kogu päeva selline on olnud tunne
et midagi võib õhtul juhtuda
ma keeran lemmikraadio lahti
ja sõpradele helistan
et näeme kmne ajal vabaduse platsis
ja teeme seda kõike mida saab


ref. täna õhtul tõstab pead
väike saatan õla peal
vastu panna talle ma ei saa
horoskoobist diivanil logeledes lugesin
et täna pisut pahandust pean tegema


ma ennast eriti ei vaeva
et mis kõik juhtub ja mis saab
ei viitsi mõtelda et mida keegi arvab
ma tean mis teen ja nii on mulle hea


täna õhtul tõstab pead
väike saatan õla peal
vastu panna talle ma ei saa
horoskoobist diivanil logeledes lugesin
et täna pisut pahandust pean tegema


oooeh..
täna õhtul tõstab pead
väike saatan õla peal
vastu panna talle ma ei saa (ei)
horoskoobist diivanil logeledes lugesin
et täna pisut pahandust pean tegema

täna õhtul...

täna õhtul tõstab pead
väike saatan õla peal
vastu panna talle ma ei saa (ei saa, ei saa)
horoskoobist diivanil logeledes lugesin
et täna pisut pahandust pean tegema

            
            ";"eesti"
"2005";22;552;"Cool D - Tütar üksi kodus VI (552)";"Cool D - Tütar üksi kodus VI";"Cool D";"Tütar üksi kodus VI";"cool_d-tutar_uksi_kodus_vi";"http://sasslantis.ee/lyrics-cool_d-tutar_uksi_kodus_vi";NA;NA
"2005";23;514;"Cool D - Pole sinu asi (514)";"Cool D - Pole sinu asi";"Cool D";"Pole sinu asi";"cool_d-pole_sinu_asi";"http://sasslantis.ee/lyrics-cool_d-pole_sinu_asi";"Refr:
Ja pole sinu asi see,
mul on kopp juba ees.
Ja pole sinu asi see,
kus ma käin ja mida teen.
Ja pole sinu asi see,
ütlen ühe korra veel.
Ja pole sinu asi see, pole sinu asi see.


Teen silmad lahti, vaatan seda prahti,
kuid aru ma ei saa,
kes küll on see faking kaader,
kes end orjab me maal.
Raske mõista seda lobi,
mis on nende päevatöö,
kuid siis läheb kohe sebimiseks, sebimiseks,
kui kätte jõuab öö.
Mis küll mõtleb see pensionär,
seniilsena kes näib.
Mis see tema asi on,
kuidas mina riides käin?
Miks küll talle tundub veider musa, mida kuulan ma,
kui meil veel olemas Joala, Mägi, Linna ja siis Kuldsed Lindid ka.


Keegi tahab teada mõnd su isiklikku fakti
või miks seda plaati topid oma automakki.
Uudishimulikud tekitavad atakki.
Ela oma elu, mis see sinu asi on?
Kerin sõrme püsti ja näitan lihtsalt fakki,
kui sa muga ilma asjata otsid kontakti,
ära kutsumata sisened mu barakki.
Ela oma elu, mis see sinu asi on?
Paganama piidlejad, pange ennast põlema!


Refr:
Ja pole sinu asi see,
mul on kopp juba ees.
Ja pole sinu asi see,
kus ma käin ja mida teen.
Ja pole sinu asi see,
ütlen ühe korra veel.
Ja pole sinu asi see, pole sinu asi see.


Mis see teie asi on,
palju keegi palka saab,
kas ka midagi sealt alles jääb
või kõik joon maha ma?
Miks ma olen poeet siin,
kus on ugri-mugri maa?
Kus võiks laulda kantrilaulu,
vedada sitta ja siis nõnda rikkaks saaks.
Lugu mida laulan on mu hobi mitte põhitöö.
Sellega ei teeni pappi,
et laual oleks söök.
Mulgi vaja maksta maksud,
liising, püsida teel.
Se-Seepärast ju mu diilerid küsivad,
et miks ma teen kümmet asja veel.
Ma teen seda mida oskan
seal, kus tahan, sori vaan!
Kui ei meeldi keri persse,
palju veelgi öelda saan.
See on minu lugu ja ma lähen lõpuks viha täis.
Anna mu kätte see maik ja jää vait,
siis ma näitan, kuidas asi käib.


Keegi tahab teada mõnd su isiklikku fakti
või miks seda plaati topid oma automakki.
Uudishimulikud tekitavad atakki.
Ela oma elu, mis see sinu asi on?
Kerin sõrme püsti ja näitan lihtsalt fakki,
kui sa muga ilma asjata otsid kontakti,
ära kutsumata sisened mu barakki.
Ela oma elu, mis see sinu asi on?
Saad aru, sa imed mu energia ära, polüüp!


Refr:
Ja pole sinu asi see,
mul on kopp juba ees.
Ja pole sinu asi see,
kus ma käin ja mida teen.
Ja pole sinu asi see,
ütlen ühe korra veel.
Ja pole sinu asi see, pole sinu asi see.


Keegi tahab teada mõnd su isiklikku fakti
või miks seda plaati topid oma automakki.
Uudishimulikud tekitavad atakki.
Ela oma elu, mis see sinu asi on?
Kerin sõrme püsti ja näitan lihtsalt fakki,
nä-nä-nä-nä nä-nä-nä-nä nä-nää-nä-näää.
Ära kutsumata sisened mu barakki.
Ela oma elu, mis see sinu asi on?
            
            ";"eesti"
"2005";24;489;"DJ Whirl & Mayer - Streets At Night (489)";"DJ Whirl & Mayer - Streets At Night";"DJ Whirl & Mayer";"Streets At Night";"dj_whirl_mayer-streets_at_night";"http://sasslantis.ee/lyrics-dj_whirl_mayer-streets_at_night";NA;NA
"2005";25;461;"Nexus - Tormituuled (461)";"Nexus - Tormituuled";"Nexus";"Tormituuled";"nexus-tormituuled";"http://sasslantis.ee/lyrics-nexus-tormituuled";"Sa ükskord mõtsid nii
ja kindlaks tegid ka
no mida teha
kuis ses ilmas endast parandaks
nii tegid paberid
ja jahipaadi ostsid ha
ma tean et milleks
seks et ikka naisi jahtida

Sul juba tehtud 
esimesed kõvad sõidud vees
need kerged ristsed
ega nendest räägi üldse veel
mis sest et mõnel 
uusim bemm on silmepilu ees
ja sul on jahikäru 
sellest sinu rõõmus meel

Siin juba kena järjekord
on pikas reas su teel
sa neile näitad
kuidas paati juhib õige mees
ei merepiisad, tuul, ei vihm
sind üldse kohuta
sest alati on keegi neid
kes hästi abistab

Tormituuled tormituuled
mind ja jahti aitavad
tormituuled tormituuled
karvast lõuga paitavad
tormituuled tormituuled
teevad mõnu väljast sees
tormituuled tormituuled
ei mul pilti võta eest

Ja üleeile bronn
mis meilis seisis sinu ees
seal hokikoondis ja
kus ainult karmid bitchid sees
kui sadamast me eila
sõitsime siis minema
seal kohe kiivrid, kepid
hakksid nurka lendama

Ei olnud üldse aega
rääkida seal miskist muust
ka mitte sellest
et on juustust tehtud kühmus kuu
meil merel toimus hoopis
väga kiire äkten, seik
ei lõpuks aru saand
miks mastis on mu suvekleit

Tormituuled tormituuled
mind ja jahti aitavad
tormituuled tormituuled
karvast lõuga paitavad
tormituuled tormituuled
teevad mõnu väljast sees
tormituuled tormituuled
ei mul pilti võta eest

Tormituuled tormituuled
mind ja jahti aitavad
tormituuled tormituuled
karvast lõuga paitavad
tormituuled tormituuled
teevad mõnu väljast sees
tormituuled tormituuled
ei mul pilti võta eest

tormituuled
tormituuled
tormituuled
tormituuled

Tormituuled tormituuled
mind ja jahti aitavad
tormituuled tormituuled
karvast lõuga paitavad
tormituuled tormituuled
teevad mõnu väljast sees
tormituuled tormituuled
ei mul pilti võta eest
            
            ";"eesti"
"2005";26;447;"Ines - 15 magamata ööd (447)";"Ines - 15 magamata ööd";"Ines";"15 magamata ööd";"ines-15_magamata_ood";"http://sasslantis.ee/lyrics-ines-15_magamata_ood";"ise endale haiget 
tegin teadlikult ma
lihtsalt proovisin õnne
 kas sind endale saan
kas ma saan mida tahan
nagu harjunud ma
kõik see pidi lihtne olema

väikest hiirt ja kassi
mängisin nagu peab
sinna maani läks hästi
kuni langesin ma
kuni langesin lõksu
mille sinule ma
ise olin välja mõelnud, valmistand ja üles seadnud

15 magamata ööd
olen sõdind endaga
teinud suurt ja julma tööd
et mu süda vabaks saaks
15 magamata ööd
olen palund ennast ma
kuid sust lahti ma ei saa

hing on haige ja puru
hulluks valust kui loom
mitte keegi ei usu
et nii on minuga lood
lood on tõeliselt halvad
olen kaotanud pea
see sai ainult kasuks sulle
mida kõike tegid mulle

15 magamata ööd
olen sõdind endaga
teinud suurt ja julma tööd
et mu süda vabaks saaks
15 magamata ööd
olen palund ennast ma
kuid sust lahti ma ei saa

tahaks hoida sind enda juures
tahaks saada sind veel ja veel
tahaks teada mida sa mõtled
ja mida minuga teed

15 magamata ööd
olen sõdind endaga
teinud suurt ja julma tööd
et mu süda vabaks saaks
15 magamata ööd
olen palund ennast ma
kuid sust lahti ma ei saa

15 magamata ööd
olen sõdind endaga
teinud suurt ja julma tööd
et mu süda vabaks saaks
15 magamata ööd
olen palund ennast ma
kuid sust lahti ma ei saa

15 magamata ööd
15 magamata ööd

            
            ";"eesti"
"2005";27;437;"Slide-Fifty - Fortune (437)";"Slide-Fifty - Fortune";"Slide-Fifty";"Fortune";"slide-fifty-fortune";"http://sasslantis.ee/lyrics-slide-fifty-fortune";"These sounds we create live on past tomorrows date the sun is shining on our way the rain will wash away the pain noone is gonna steal our crown nor the reasons we feel proud in life and love you must believe

REF: We go on together with ideas made forever rising vision of fortune fortune of doing what we love

we dont confine ourselves you just have to take the helm cause your tag never said  I cant  be agressive make a stand youve got wings you cannot see so fly as high as you can be set your aim to the sky

REF: We go on together with ideas made forever rising vision of fortune fortune of doing what we love Well set off for ever forgetting the never well try to make better to better the people who we are

REF: We go on together with ideas made for ever rising vision of fortune fortune of doing what we love

Well set off forever forgetting the never well try to make better to better the people who we are

until were gone
            
            ";"inglise"
"2005";28;432;"DJ Whirl & Mayer - The World Is Ours (432)";"DJ Whirl & Mayer - The World Is Ours";"DJ Whirl & Mayer";"The World Is Ours";"dj_whirl_mayer-the_world_is_ours";"http://sasslantis.ee/lyrics-dj_whirl_mayer-the_world_is_ours";NA;NA
"2005";29;396;"Toe Tag - Legendaarne (396)";"Toe Tag - Legendaarne";"Toe Tag";"Legendaarne";"toe_tag-legendaarne";"http://sasslantis.ee/lyrics-toe_tag-legendaarne";"Pole lihtsamat kui teha bändi
Kontserte andes mööda maad sõita ringi
Rentida studio, seal teha pulli,
et koguda respecti ja feimi ja sulli.
Aga okei, see kõik ei
Suju lihtsalt, kui sul puudub lakei,
Keegi, kes ajaks asju, sest ise mei
Ole usinad, et tööle panna masinad
Sellest räägibki hetkel see biit siin
Kuda Toe Tag jälle ei viitsi
Legendaarsed nagu kivipesu jeansid
Kätte võtab asja viimasel mintsil
Rilääääääks! Kõik saab korda
Ära karda, kõik homse varna
Lükkamme lükkame kokku siis
Saame ja räpime, räpime, räpime
Proov jääb ära sest meist keegi mees
Hommikuni Korea Karaokes
Ja telefon millele helistate
On välja lülitatud või legendaarne.

Refr:
Le-gendaarne, le-le-gendaarne


Kontserdipaika lõpuks veetud saab pagasi
Soundcheck oli kolm tundi tagasi
Autos enam-vähem kaineks ma magasin
Ja raiderist korraldaja ei tea mitte midagi
Nii edasi, lood sedasi, aga näib et ei huvita see kedagi
et laud on kõrge ja DJ mures on, et
Plaate mängida ulataks vaid Muresan
Seal juures on üks mikker vähem, mingi juhtme nuss
Ja sõnad ei jäänd pähe
Ning et laval pole vett, see põhjuseks on, et pärast esimest rida hääl kähe
Laiv algab, mitte tüüne
Kohalik helimees on kõige suurem füürer
Heli keerab pekki ja meie kui metslased
Mikriga monitori sutsaki sutsaki
Laivi ajal kolmekesi nõutult me
Vaatame otsa üksteisele
Rahvas siiski möllab meil lava ees
Need on sõbrad, kes kontserdil tasuta sees

Refr:
Le-gendaarne, le-le-gendaarne
Le-gendaarne, le-le-gendaarne
Le-gendaarne, le-le-gendaarne
Le-gendaarne, le-le-gendaarne

Jah nii see on
Legendaarne Toe Tagi asjaajamine
Kõik viimasel minutil, sest
Keegi midagi ei viitsi sebida, saaks aint pulli
Aga kui rahvas on rahul, siis on ju pohhui
Aga nii need asjad käivad, niii legendaarne

Taas kord helgelt me kõigile
Suure suuga jälle lubame, et
Varsti väljas plaat jah legendaarne
Tehke suud kõik lahti ja hüüame

Refr:
Le-gendaarne, le-le-gendaarne 
            
            ";"eesti"
"2005";30;385;"Dagö - Joonistatud mees (385)";"Dagö - Joonistatud mees";"Dagö";"Joonistatud mees";"dago-joonistatud_mees";"http://sasslantis.ee/lyrics-dago-joonistatud_mees";"Silmade etüüd
naeratades nüüd
on tumendatud juukserant
ja seemisnahast kinga kant
harmoonias on mantliga
kallis kinda paar
kaunis kulmukaar
veidikene kitkutud
et mulje ei saaks rikutud
muskel vormistatud hantliga
Seal ta läeb, tal on kuldsed käed
ja ta peas õilsad ainult aated
kõike teeb
kas või üle vee
võib tuua kingiks miljon õit
ja iial tänavale põit
ei tee, vaid see, mis teeb, on hea
te temas kahtlema ei pea
eal võõraid naisi ei näe
eal üle piiri ta ei läe
sööb ainult noa ja kahvliga
ei kraanikaussi oksenda
sest ta on joonistatud mees

Joonistatud mees, elu veel on ees
mis tasakaalu ainult täis
sest treeningutel ta ju käis
kui's peita ogarused hoolega
joonistatud mees, mingi vistrik pees
see tuleb kähku lõigata
võib keegi saunas hõigata
""näenäe!"" ja võtta võib sind poolena
seal ta läeb, tal on kuldsed käed
ja ta peas luulet aina vähem
kõike teeb
kas või üle vee
võib tuua telegrammi teil
või tuleb õigekirjas mail
ta teeb ju seda mida ta teab
te selles kahtlema ei pea
ei kauneid tüdrukuid ei näe
ja meestel järele ei läe
vett joob vaid ilma gaasita
miks juba ta ei oksenda
Sest ta on joonistatud mees
Toob teile kingiks miljon õit
ja iial tänavale põit
ei tee, vaid see, mis teeb, on hea
te temas kahtlema ei pea
ja mõttetult ei mõlguta
sest teda see ei kõiguta
miks elu liivana kaob peast
kui mälestused unenäost
sest ta on joonistatud mees
            
            ";"eesti"
"2005";31;372;"Liisi Koikson - Sinu hääl (372)";"Liisi Koikson - Sinu hääl";"Liisi Koikson";"Sinu hääl";"liisi_koikson-sinu_haal";"http://sasslantis.ee/lyrics-liisi_koikson-sinu_haal";"Tervitan Sind,
Kas kuuled,
On seal hommik,
Või on õhtused tuuled,
Kuidas on ilmad kuumad,
Meil siin sajab,
Meil siin valmivad õunad.

Sul mõttes soovin head,
Veel jäänud mõned read,
Ma võiksin käia kasvõi mööda vett,
Miks nii raske sulle on öelda ,et.....

Tervitan Sind,
Kas kuuled,
On seal hommik,
Või on õhtused tuuled,
Kuidas on ilmad kuumad,
Meil siin sajab,
Meil siin valmivad õunad.

Sul mõttes soovin head,
Veel jäänud mõned read,
Ma võiksin käia kasvõi mööda vett,
Miks nii raske sulle on öelda ,et.....

Öelda, et sinust ma hoolin
Kuidas su hääl, sinu hääl
Mind nii õnnelikuks teeb...

            
            ";"eesti"
"2005";32;349;"Blind - Go-Go Boots (349)";"Blind - Go-Go Boots";"Blind";"Go-Go Boots";"blind-go-go_boots";"http://sasslantis.ee/lyrics-blind-go-go_boots";NA;NA
"2005";33;338;"Slide-Fifty - Everybody Acts (338)";"Slide-Fifty - Everybody Acts";"Slide-Fifty";"Everybody Acts";"slide-fifty-everybody_acts";"http://sasslantis.ee/lyrics-slide-fifty-everybody_acts";"Everybody acts the way they do
To be somebody, its true
They say that they dont give a damn
Lies stay and they wont go anywhere

I saw this boy whos never good enough
He was a war, he didnt give a fuck
But in time sadness will bury him alive
Still everybody has their spring of joy

A beautiful smile of a pretty girl
Helps me move on
I have no problem admitting it
A beautiful smile of a pretty girl
Makes me forget all the bad
My next song is gonna be about death and blood

Emotions locked inside
Dead eyes nowhere to hide
Special girls they call themselves
Actually theyre all the same

Devotion is what everybody needs
Sweat, hard work and passion to succeed
Sincere person, impossible to find
Still everybody has their spring of joy

A beautiful smile of a pretty girl
Helps me move on
I have no problem admitting it
A beautiful smile of a pretty girl
Makes me forget all the bad
My next song is gonna be about death and blood

Lies around us, still we enjoy life

A beautiful smile of a pretty girl
Helps me move on
I have no problem admitting it
A beautiful smile of a pretty girl
Makes me forget all the bad
My next song is gonna be about death and blood

            
            ";"inglise"
