"aasta";"koht";"vastanuid";"lugu";"lugu_toodeldud";"artist";"track";"lugu_url";"lugu_url_2";"sonad";"keel"
"2014";8;323;"Respekt - Su hääl su suu ja silmad (323)";"Respekt - Su hääl su suu ja silmad";"Respekt";"Su hääl su suu ja silmad";"respekt-su_haal_su_suu_ja_silmad";"http://sasslantis.ee/lyrics-respekt-su_haal_su_suu_ja_silmad";"Tantsin valges riides,
lumivalges riides, 
ma peol, peol, peol.
Sind ma hiilin,
tasahilja hiilin,
kuid siis sa lähed, lähed, lähed.
Sulle ainult hingan, veri soontes keeb.
Vaadates sul silma, halvatab mu meel.

Su hääl, su suu ja silmad,
mu viivad teise ilma.
Ma olen nagu peata,
kui sind jälle näen.
Su hääl, su suu ja silmad,
kas tõesti jääks sust ilma?
Kui sind tasa suudlen,
suule sellel peol.

Su hääl, su suu ja silmad.
mu viivad teie ilma.
Ma olen nagu peata,
kui sind jälle näen.
Su hääl, su suu ja silmad,
kas tõesti jääks sust ilma?
Kui sind tasa suudlen,
suule sellel peol.

Nähes sinu silmi,
taevasini silmi.
mõistus kaob, kaob, kaob.
Su hääles kõlab soojus,
sooja suve soojus.
süda taob, taob, taob.
Sulle ainult hingan, veri soontes keeb.
Vaadates sul silma, halvatab mu meel.

Su hääl, su suu ja silmad,
mu viivad teise ilma.
Ma olen nagu peata,
kui sind jälle näen.
Su hääl, su suu ja silmad,
kas tõesti jääks sust ilma?
Kui sind tasa suudlen,
suule sellel peol.

Su hääl, su suu ja silmad,
mu viivad teise ilma.
Ma olen nagu peata,
kui sind jälle näen.
Su hääl, su suu ja silmad,
kas tõesti jääks sust ilma?
Kui sind tasa suudlen,
suule sellel peol.

Oooo....

Su hääl, su suu... ja silmad,
mu viivad teise ilma.
Ma olen nagu peata,
kui sind jälle näen.
Su hääl, su suu ja silmad,
kas tõesti jääks sust ilma?
Kui sind tasa suudlen,
suule sellel peol.

Su hääl, su suu ja silmad,
mu viivad teise ilma.
Ma olen nagu peata,
kui sind jälle näen.
Su hääl, su suu ja silmad,
kas tõesti jääks sust ilma?
Kui sind tasa suudlen,
suule sellel peol.
            
            ";"eesti"
"2014";9;302;"Shanon - Varbad Liivas (302)";"Shanon - Varbad Liivas";"Shanon";"Varbad Liivas";"shanon-varbad_liivas";"http://sasslantis.ee/lyrics-shanon-varbad_liivas";"Meil kõigil on olnud aegu, kui veel
nii täpselt ei tea
ja enne aru ei saa kui on läind, see mis on hea
ma enne sind ei oleks uskunud
et päriselt, võib olla nii
ma sinu pärast sõidaksin, kasvõi maailma otsa

Varbad liivas, vaadates kuud
su lahtiseid juukseid, lennutab tuul
siin pilvede all pole vajagi midagi muuud
su rebitud teksad ja õhuke pluus
on ihule kleepund, sest pisut on kuum
loodan vaid et viibid hommikutund

mis saatusel varuks on meile, sel teel
me täpselt ei tea
kas killud toovadki õnne, kui jah
kas halba või head
siin mererannal soojast suveööst
me võtame, kõik mis võtta on
ma luban kanda kätel sind
kasvõi maailma otsa

Varbad liivas, vaadates kuud
su lahtiseid juukseid, lennutab tuul
siin pilvede all pole vajagi midagi muuud
su rebitud teksad ja õhuke pluus
on ihule kleepund, sest pisut on kuum
loodan vaid et viibid hommikutund

Varbad liivas, vaadates kuud
su lahtiseid juukseid, lennutab tuul
siin pilvede all pole vajagi midagi muuud
su rebitud teksad ja õhuke pluus
on ihule kleepund, sest pisut on kuum
loodan vaid et viibid hommikutund
            
            ";"eesti"
"2014";10;281;"Karl-Erik Taukar - Kell kuus (281)";"Karl-Erik Taukar - Kell kuus";"Karl-Erik Taukar";"Kell kuus";"karl-erik_taukar-kell_kuus";"http://sasslantis.ee/lyrics-karl-erik_taukar-kell_kuus";"Kell kuus, on tuuline hommik,
olen eilsest saadik suunata teel.
Iga lõpp on uue algus 
aga lõpu eel on kärsitu meel.

Kus kohtuvad taevas ja maa,
seal kauemaks jääda ei saa.
Ja nii ma seisan siin tõmbetuule käes,
ühel pool on olnud aeg, teisel pool kummaline ootus.
Ja on jäänud kõik mälestustesse,
seal me teineteisele veel nii palju saame öelda.
Uu, uu, uu.
Uu, uu.

Ma tean, see on viimane vaatus,
selles laintest läbi põimitud loos.
Veel hetk ja mulle saatus
uue lehe pöörab õnnega koos.

Kus kohtuvad taevas ja maa,
seal kauemaks jääda ei saa.
Hei!
Ja nii ma seisan siin tõmbetuule käes,
ühel pool on olnud aeg, teisel pool kummaline ootus.
Ja on jäänud kõik mälestustesse,
seal me teineteisele veel nii palju saame öelda.
Kuid ka aegajalt tee on kivine,
kõik, mis haiget teeb, kord ununeb.
Alles jääb vaid see, mis õige.

Ja nii ma seisan siin tõmbetuule käes,
ühel pool on olnud aeg, teisel pool kummaline ootus.
Ja on jäänud kõik mälestustesse,
seal me teineteisele veel nii palju saame öelda.

Ja nii ma seisan siin tõmbetuule käes,
ühel pool on olnud aeg, teisel pool kummaline ootus.
Ja on jäänud kõik mälestustesse,
seal me teineteisele veel nii palju saame öelda.

Ja nii ma seisan siin tõmbetuule käes,
ühel pool on olnud aeg, teisel pool kummaline ootus.
Ja on jäänud kõik mälestustesse,
seal me teineteisele veel nii palju saame öelda.
Uu, uu, uu.
Uu, uu.
            
            ";"eesti"
"2014";11;277;"Getter Jaani feat. Risto Vürst - Isa jälgedes (277)";"Getter Jaani feat. Risto Vürst - Isa jälgedes";"Getter Jaani feat. Risto Vürst";"Isa jälgedes";"getter_jaani_feat_risto_vurst-isa_jalgedes";"http://sasslantis.ee/lyrics-getter_jaani_feat_risto_vurst-isa_jalgedes";NA;NA
"2014";12;249;"Super Hot Cosmos Blues Band - Maybe maybe (249)";"Super Hot Cosmos Blues Band - Maybe maybe";"Super Hot Cosmos Blues Band";"Maybe maybe";"super_hot_cosmos_blues_band-maybe_maybe";"http://sasslantis.ee/lyrics-super_hot_cosmos_blues_band-maybe_maybe";NA;NA
"2014";13;216;"Ewert And The Two Dragons - Pictures (216)";"Ewert And The Two Dragons - Pictures";"Ewert And The Two Dragons";"Pictures";"ewert_and_the_two_dragons-pictures";"http://sasslantis.ee/lyrics-ewert_and_the_two_dragons-pictures";"I remember when I still was young in the sun
I knew hardly any worries
Now the story's changed and all is fading away
Won't you stay until the daybreak?

I was young, I was young
I was young, I was young, I was young
I was young, I was young.

I remember you with your ruby skirt
I was hurt when you wouldn't let me hold you 
Now the story's changed and all is fading away
Won't you stay until the daybreak?

And I loved and I loved
And I loved and I loved
And I loved and I loved til I ran out of love
And I loved and I loved
And I loved and I loved
And I loved and I loved til I ran out of love

I remember us in the autumn rain,
you're the same
it was me who couldn't stay there
and I am leaving today, take the picture from the gold frame

And I learned and I learned
And I learned and I learned
And I learned and I learned til my lesson was learned
And I learned and I learned
And I learned and I learned
And I learned and I learned til my lesson was learned

I take what I need
I ache when I bleed
I'm made this way and you're the same
The I´ll stay

I'll stay when if it's right and leave when it's time
I'm not to blame
The story has changed, has changed
I'm changed

I remember when I still was young in the sun
I knew hardly any worries
Now the story's changed and all is fading away
Won't you stay until the daybreak?

And I loved and I loved
And I loved and I loved
And I loved and I loved til I ran out of love
And I loved and I loved
And I loved and I loved
And I loved and I loved til I ran out of love

And I learned and I learned
And I learned and I learned
And I learned and I learned til my lesson was learned

Pictures, pictures
Black and grey
Fade away
Hold on, hold on
You'll get over it someday

Pictures, pictures
Black and grey
Fade away
Hold on, hold on
You'll get over it someday
            
            ";"inglise"
"2014";14;213;"Helen Adamson - Sing it (213)";"Helen Adamson - Sing it";"Helen Adamson";"Sing it";"helen_adamson-sing_it";"http://sasslantis.ee/lyrics-helen_adamson-sing_it";"So many times i've been told
what i can and what i can't do
maybe the music's not for you
i've had my pride unfold 
i didn't know if i would follow trough
what my heart told me to do

never am i givin' up
never gonna say goodbye
don't let them see you cry
i hold my head high up
release this feelin' inside
i wanna sing what the word's
can't describe

wanna sing it like
uuuuuuu aaaaaa aaaa
wanna sing it like
uuuuuuu aaaaaa aaaa

see i've been called so many names
i won't let that define me
for the sake of my dignity
i won't live life ashamed
i'll live to my full capacity
as long as i'm true to me

never am i gonna stop
never have felt so alive
you'll always see me try
i hold my head high up
release this feelin' inside
i wanna sing what the word's
can't describe

wanna sing it like
uuuuuuu aaaaaa aaaa
wanna sing it like
uuuuuuu aaaaaa aaaa

push, drive, get it do what it takes
push, drive, get it do what it takes
push, drive, get it do what it takes
push, drive, get it, gotta do what it takes
push, drive, get it do what it takes
push, drive, get it do what it takes
push, drive, get it do what it takes
push, drive, get it, gotta do what it takes

wanna sing it like
uuuuuuu aaaaaa aaaa
wanna sing it like
uuuuuuu aaaaaa aaaa
wanna sing it like

wanna sing it like
uuuuuuu aaaaaa aaaa
wanna sing it like
uuuuuuu aaaaaa aaaaaa aaa
wanna sing it like
            
            ";"inglise"
"2014";15;206;"Rising Sun - Iialgi (206)";"Rising Sun - Iialgi";"Rising Sun";"Iialgi";"rising_sun-iialgi";"http://sasslantis.ee/lyrics-rising_sun-iialgi";NA;NA
"2014";16;203;"Vaiko Eplik - Nelgid (203)";"Vaiko Eplik - Nelgid";"Vaiko Eplik";"Nelgid";"vaiko_eplik-nelgid";"http://sasslantis.ee/lyrics-vaiko_eplik-nelgid";NA;NA
"2014";17;181;"Põhja-Tallinn - Petteid loon'd (181)";"Põhja-Tallinn - Petteid loon'd";"Põhja-Tallinn";"Petteid loon'd";"pohja-tallinn-petteid_loond";"http://sasslantis.ee/lyrics-pohja-tallinn-petteid_loond";NA;NA
"2014";18;172;"-19. Marten Kuningas - Tagurpidi vaal (172)";"Marten Kuningas - Tagurpidi vaal";"Marten Kuningas";"Tagurpidi vaal";"marten_kuningas-tagurpidi_vaal";"http://sasslantis.ee/lyrics-marten_kuningas-tagurpidi_vaal";"Käib hinges tundeid, mis su kõrvu küll ei jõua eal,
sest iga kord, kui avan suu, mul mõrul keelel topeltsõlm on peal

Riivates põhja, tasakesi, tunnen, haihtub kaal
Kas ujub siin mu kaunis kadund tagurpidi vaal
Kas ujub siin mu kallis kadund tagurpidi vaal

Kui puudutus kindlel murrab pinge su keha joon(d)
kuid ometi ringe jooksen, sind ei ole, illusioon
Kui puudutus kindel murrab pinge su keha joon
kuid ometi ringe jooksen, sind ei ole, illusioon
            
            ";"eesti"
"2014";19;172;"-19. Renate - Vajan sind (172)";"Renate - Vajan sind";"Renate";"Vajan sind";"renate-vajan_sind";"http://sasslantis.ee/lyrics-renate-vajan_sind";"Külm on liiv sel kuumal päeval,					
päikest näen, kuid ta ei anna sooja
ning sinuga on mul täpselt samad lood.

Miks juhtus nii, lisasid sa sammu,
järgi sul enam ma ei jõudnud.
Kas alati peab minema kõik nii?

Ma olen väsind sellest jooksmisest,
kuid puhata ei taha.
Olen segaduses, kuid ma tean,
et üht ainult vajan.

Vajan sind
	Kui seiklen omapäi
Vajan sind
	Kui pea vaid ringi käib
Ainult sind
	Siis kuum ja külm on üheskoos
Vajan sind
	Kui ennast otsin ma
Vajan sind
	Kui kiskjana end tunnen ma
Ainult sind
	Siis öö võib päevaks muutuda.

Tähed ees ei anna asu,
kas üksi neid vaadata mul tasub?
Minuga on kummalised lood.

Ma vaatan sind ja ei suuda mõista,
kus olid kõik need pikad aastad,
kuid nüüd ma tean, on loodud sulle laul.

Lõpuks jõudnud kohale ja tean,
et nii ma kõike tahan.
Üle kõige selles maailmas
ma üht ainult vajan..
            
            ";"eesti"
"2014";20;171;"Tanel Padar & The Sun - Ootab veel palju ilusaid maid   (171)";"Tanel Padar & The Sun - Ootab veel palju ilusaid maid";"Tanel Padar & The Sun";"Ootab veel palju ilusaid maid";"tanel_padar-ootab_veel_palju_ilusaid_maid";"http://sasslantis.ee/lyrics-tanel_padar-ootab_veel_palju_ilusaid_maid";NA;NA
"2014";21;144;"Triin Niitoja & John4 - Jää (144)";"Triin Niitoja & John4 - Jää";"Triin Niitoja & John4";"Jää";"triin_niitoja_john4-jaa";"http://sasslantis.ee/lyrics-triin_niitoja_john4-jaa";NA;NA
"2014";22;142;"Ines - Torm (142)";"Ines - Torm";"Ines";"Torm";"ines-torm";"http://sasslantis.ee/lyrics-ines-torm";NA;NA
"2014";23;130;"Respekt - Su hing mu hinges (130)";"Respekt - Su hing mu hinges";"Respekt";"Su hing mu hinges";"respekt-su_hing_mu_hinges";"http://sasslantis.ee/lyrics-respekt-su_hing_mu_hinges";"Vee peal sain käia ja
taeva kandis tuul meid.
Kallis, kas sa teadsid,
nii tundsin kui mind hoidsid sa.
Maailm nii kaunis
vaid meile tasa laulis.
Kallis, kas sa teadsid,
nii tundsin kui mind suudlesid.

Mu hing on su hinge sees,
kristallselges järvevees.
Me katkenud aeg läheb edasi,
kui päev jälle loojub.

Su hing on mu hinge sees,
ja täht taevalaotuses.
Meid maailmalõppu,
suunates.
Nii mõelda on hea.

Vee peal sain käia ja
taeva kandis tuul meid.
Kallis, kas sa teadsid,
nii tundsin kui mind suudlesid.

Armastuse valu halvab meeled,
halvab keele, mitte keegi
minust aru nüüd ei saa siin.
Mitumiljon korda olen püüdnud,
mitte mõelda, kuid su hing on
mu hinge jäävalt röövind.

Armastus ei nõua keha ilu,
suuri sõnu ega reegleid mis on
mõistus välja mõelnud.
Armastus on miski mis meid 
paremateks muudab see on miski
mille nimel ellu jääda.

Mu hing on su hinge sees,
kristallselges järvevees.
Me katkenud aeg läheb edasi,
kui päev jälle loojub.

Su hing on mu hinge sees,
ja täht taevalaotuses.
Meid maailmalõppu,
suunates.
Nii mõelda on hea.

Nanana...

Hoia mind, hoia meid, hoia
meie armastust, hoia nagu lõvi 
hoiab poegi.
See on meie tunne ära hülga
seda õnne kallis usu ühel päeval 
näeme jälle
Tänan sind, täna kallis, tänan
iga sekund, et sa kinkisid nii
imelise tunde
Jään seda hoidma olen õnnelik
ka siis kui me mälestustes öösel
ringi rändan.

Mu hing on su hinge sees,
kristallselges järvevees.
Me katkenud aeg läheb edasi,
kui päev jälle loojub.

Su hing on mu hinge sees,
ja täht taevalaotuses.
Meid maailmalõppu,
suunates.
Nii mõelda on hea.
            
            ";"eesti"
"2014";24;129;"Curly Strings - Kättemaks (129)";"Curly Strings - Kättemaks";"Curly Strings";"Kättemaks";"curly_strings-kattemaks";"http://sasslantis.ee/lyrics-curly_strings-kattemaks";"Keegi kolmas ilmund on me vahele
Tunnen Sinu huultelt ma tema tervitust
Keegi neljas ilmund on me vahele
Tunnen Sinu kätel ma tema tervitust
Keegi viies ilmund on me vahele
Tunnen Sinu silmis ma tema tervitust
Keegi kuues ilmund on me vahele
Tunnen Sinu kires ma tema tervitust

Armas sõber, ära silmi maha löö
Kõik on juba korras mul, kõik on nüüd okei
Juba jõudsin teha sulle tagasi
Täna öösel kõrtsis ma, kõik on nüüd okei
Hommikuni kõigiga seal magasin
Veidi olen väsind ma, muidu on okei
Nüüd saab minna kahekesi edasi
Õhtul palju anda mul, tervitusi sul
Õhtul palju anda mul, tervitusi sul
            
            ";"eesti"
"2014";25;128;"Vaido Neigaus - Laula kaasa (128)";"Vaido Neigaus - Laula kaasa";"Vaido Neigaus";"Laula kaasa";"vaido_neigaus-laula_kaasa";"http://sasslantis.ee/lyrics-vaido_neigaus-laula_kaasa";"On õhtu saabunud ja meil on tehtud plaan,
üle aastate, meid kõiki näha saan.
On veidi grillitud ja veidi tšillitud,
läks käima muusika ja meeleolu hea.

Parimad sõbrad koos mind tervitavad nüüd,
kuumad ööd, seiklused, kõik algab jälle siin.
Vabastage ahelaist, aitab meid tiraaž,
ühendab vahemaid, mis aeg tõi endaga.

Laula kaasa sa, on tuttav sulle see viis.
tühjaks tantsida võime täna siin.
Kõigi käed on kõrgel, joovastavalt hea,
see öö meid kokku viib.

On vaikind õhtutuul, neid jälgib muigel kuu,
me üheks saame nüüd, ei soovi miskit muud.
Ei hommik saabu veel, ei keegi loobu veel,
see tunne soojaks teeb kõik jäised südamed.

Parimad sõbrad koos mind tervitavad nüüd,
kuumad ööd, seiklused, kõik algab jälle siin.
Vabastage ahelaist, aitab meid tiraaž,
ühendab vahemaid, mis aeg tõi endaga.

Laula kaasa sa, on tuttav sulle see viis.
tühjaks tantsida võime täna siin.
Kõigi käed on kõrgel, joovastavalt hea,
see öö meid kokku viib.

Laula kaasa sa, on tuttav sulle see viis.
tühjaks tantsida võime täna siin.
Kõigi käed on kõrgel, joovastavalt hea,
see öö meid kokku viib.
            
            ";"eesti"
"2014";26;125;"Tanja - Amazing (125)";"Tanja - Amazing";"Tanja";"Amazing";"tanja-amazing";"http://sasslantis.ee/lyrics-tanja-amazing";NA;NA
"2014";27;124;"Suur Papa - A.V.R (124)";"Suur Papa - A.V.R";"Suur Papa";"A.V.R";"suur_papa-a_v_r";"http://sasslantis.ee/lyrics-suur_papa-a_v_r";NA;NA
"2014";28;109;"Smilers - Mojito (109)";"Smilers - Mojito";"Smilers";"Mojito";"smilers-mojito";"http://sasslantis.ee/lyrics-smilers-mojito";NA;NA
"2014";29;108;"HVNS feat. Gerttu Kaunismaa - Inglid hoiavad silma peal (108)";"HVNS feat. Gerttu Kaunismaa - Inglid hoiavad silma peal";"HVNS feat. Gerttu Kaunismaa";"Inglid hoiavad silma peal";"hvns_feat_gerttu_kaunismaa-inglid_hoiavad_silma_peal";"http://sasslantis.ee/lyrics-hvns_feat_gerttu_kaunismaa-inglid_hoiavad_silma_peal";NA;NA
"2014";30;107;"Põhja-Tallinn - Kõik mis meid hoiab (107)";"Põhja-Tallinn - Kõik mis meid hoiab";"Põhja-Tallinn";"Kõik mis meid hoiab";"pohja-tallinn-koik_mis_meid_hoiab";"http://sasslantis.ee/lyrics-pohja-tallinn-koik_mis_meid_hoiab";"Ma näen inimesi enda ümber, kes rohkem on väärt,
kes elavad teistele, kuid ei tee kunagi häält.
Kõik, mis nii hea võib olla kunagi kadund,
sa pead sõdima täna, et olla kõigega rahul.
Üks mees leinab, teine langetab pärgi,
meil nimed särgil, nii endast jätame märgi.
Vahi, tuntav on paberitel käekiri, 
Graimis, ükskõik, ees ongi laiv.
Reegleid ei ole sulle, kas meeldid või vihka,
kõik, mis meid hoiab tihti sa sellele ei saa pihta.
Kogume, mis veetleb, endale teeme me,
käitume peeglitesse, see ongi meie peegel.
Juhtund on varem, et olen ennast ma reetnud,
minu sõbrad on minu kätele end kleepund.
Kõik teeme ringe, kuhu matab pinged,
lõpuni minna mul on veel.

See kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.
Jah, see, kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.

Päev koidab, aastaid sama hoiak,
lähedased on ikka need, keda ma hoian.
Elu polnd teistega võrdne, see on tõde,
polnd isa, polnd emagi aga mul oli vanem õde.
Väiksena tundus kurb aga õudne.
ei pidand meeles ema mu sünnipäevi, ei jõule.
Lapsen ootasin, lootsin, et ta tuleb,
kuid igal asjal on aeg ja kord see ukse suleb.
Ei jõudnud nähagi, ennem kui ta oli läind,
mõni üksik mälestus ja nendest mööda käin.
Kuid aastad on lahutand ja omi teid ära viind,
tänades neid, kelleta poleks täna siin.
Oleme loond siin oma pere, oma raja,
ja neid keda polnd siis, polegi vaja.
Ma ei häbene öelda räpparina, et armastan ja hoolin,
see ongi elu, mida kirjeldan nii, kuidas soovin.

See kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.
Jah, see, kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.

Kõik inimesed on me perekond, 
kes küsivad kui hea ja kui halb sul on.
Kõik need aastad, kui käisin põhikoolis, ma mõistsin,
et kõik need eemaletõuked arendasid poissi.
Ema kahe kohaga tööl ja kaks poega siis,
kui makarone pliidi peal ma üles soojendasin.
See andis mul mõista, miks tegelt võitlen
ja austan neid, kes mind on hoidnud ja austand.
Mõni aasta Soomes käies ma mõistsin, 
et elu on täis ainult lubadusi ja võltsi.
Ja kus sa põgened, kui see ongi see,
mis sind hoiab ja toidab ning su elus, su sees.
Kõik on lubanud end ju proovile panna,
kuid enamusel pole meile ju miskit anda.
Jooksen siin, jooksen seal ja mööda linna,
teen seda, mida hindad niikaua kui hingan.

See kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.
Jah, see, kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.

See kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.
Jah, see, kõik, mis meid veel hoiab,
just see, kõik meid veel toidab.
            
            ";"eesti"
