word_texts,lemmas,postag_descriptions,sonad
sind,sina,asesõna,Enne sind 
ei,ei,tegusõna,Enne sind 
teadnud,teadma|teadnud,,Enne sind 
ma,mina,asesõna,Enne sind 
kuis,kuis,määrsõna,Enne sind 
võis,võima,tegusõna,Enne sind 
olla,olema,tegusõna,Enne sind 
see,see,asesõna,Enne sind 
nii,nii,määrsõna,Enne sind 
",",",",lausemärk,Enne sind 
et,et,sidesõna,Enne sind 
pilgust,pilk,nimisõna,Enne sind 
võisin,võima,tegusõna,Enne sind 
armuda,armuma,tegusõna,Enne sind 
",",",",lausemärk,Enne sind 
nii,nii,määrsõna,Enne sind 
võõras,võõras,omadussõna algvõrre,Enne sind 
tundus,tunduma,tegusõna,Enne sind 
see,see,asesõna,Enne sind 
siis,siis,määrsõna,Enne sind 
.,.,lausemärk,Enne sind 
Kas,kas,määrsõna,Enne sind 
mäletad,mäletama,tegusõna,Enne sind 
neid,see,asesõna,Enne sind 
arge,arge,nimisõna,Enne sind 
pilke,pilk,nimisõna,Enne sind 
",",",",lausemärk,Enne sind 
mil,mil,määrsõna,Enne sind 
esmalt,esmalt,määrsõna,Enne sind 
nägid,nägema,tegusõna,Enne sind 
mind,mina,asesõna,Enne sind 
Sa,sina,asesõna,Enne sind 
rõõmust,rõõm,nimisõna,Enne sind 
valla,valla,määrsõna,Enne sind 
lasid,laskma,tegusõna,Enne sind 
kilke,kilk,nimisõna,Enne sind 
",",",",lausemärk,Enne sind 
kui,kui,,Enne sind 
tantsule,tants,nimisõna,Enne sind 
palusin,paluma,tegusõna,Enne sind 
sind,sina,asesõna,Enne sind 
Ref,Ref,pärisnimi,Enne sind 
:,:,lausemärk,Enne sind 
Kas,kas,määrsõna,Enne sind 
sa,sina,asesõna,Enne sind 
ei,ei,tegusõna,Enne sind 
tea,teadma,tegusõna,Enne sind 
mu,mina,asesõna,Enne sind 
südamesoovi,südamesoov,nimisõna,Enne sind 
Kas,kas,määrsõna,Enne sind 
tõesti,tõesti,määrsõna,Enne sind 
ei,ei,tegusõna,Enne sind 
tunne,tundma,tegusõna,Enne sind 
end,ise,asesõna,Enne sind 
sa,sina,asesõna,Enne sind 
Et,et,sidesõna,Enne sind 
mul,mina,asesõna,Enne sind 
hing,hing,nimisõna,Enne sind 
kannab,kandma,tegusõna,Enne sind 
armuloori,armuloor,nimisõna,Enne sind 
Su,sina,asesõna,Enne sind 
järele,järele,kaassõna,Enne sind 
igatsen,igatsema,tegusõna,Enne sind 
ma,mina,asesõna,Enne sind 
Nii,nii,määrsõna,Enne sind 
äkki,äkki,määrsõna,Enne sind 
kui,kui,,Enne sind 
sind,sina,asesõna,Enne sind 
kohtasin,kohtama,tegusõna,Enne sind 
",",",",lausemärk,Enne sind 
sinust,sina,asesõna,Enne sind 
ilma,ilma,kaassõna,Enne sind 
samas,sama,asesõna,Enne sind 
ma,mina,asesõna,Enne sind 
jäin,jääma,tegusõna,Enne sind 
Ma,mina,asesõna,Enne sind 
mõtlematult,mõtlematult,määrsõna,Enne sind 
petsin,petma,tegusõna,Enne sind 
sind,sina,asesõna,Enne sind 
ja,ja,sidesõna,Enne sind 
me,mina,asesõna,Enne sind 
teineteist,teineteise,asesõna,Enne sind 
enam,enam,määrsõna,Enne sind 
ei,ei,tegusõna,Enne sind 
näind,näind,nimisõna,Enne sind 
.,.,lausemärk,Enne sind 
Kuid,kuid,sidesõna,Enne sind 
lootust,lootus,nimisõna,Enne sind 
kaotanud,kaotama|kaotanud,,Enne sind 
ma,mina,asesõna,Enne sind 
pole,olema,tegusõna,Enne sind 
pikkamisi,pikkamisi,määrsõna,Enne sind 
ootan,ootama,tegusõna,Enne sind 
sind,sina,asesõna,Enne sind 
Tean,teadma,tegusõna,Enne sind 
",",",",lausemärk,Enne sind 
et,et,sidesõna,Enne sind 
tagasi,tagasi,kaassõna,Enne sind 
sa,sina,asesõna,Enne sind 
tuled,tulema,tegusõna,Enne sind 
ootusest,ootus,nimisõna,Enne sind 
tuksumas,tuksuma,tegusõna,Enne sind 
mu,mina,asesõna,Enne sind 
rind,rind,nimisõna,Enne sind 
.,.,lausemärk,Enne sind 
Ref,Ref,pärisnimi,Enne sind 
:,:,lausemärk,Enne sind 
Kas,kas,määrsõna,Enne sind 
sa,sina,asesõna,Enne sind 
ei,ei,tegusõna,Enne sind 
tea,teadma,tegusõna,Enne sind 
mu,mina,asesõna,Enne sind 
südamesoovi,südamesoov,nimisõna,Enne sind 
Kas,kas,määrsõna,Enne sind 
tõesti,tõesti,määrsõna,Enne sind 
ei,ei,tegusõna,Enne sind 
tunne,tundma,tegusõna,Enne sind 
end,ise,asesõna,Enne sind 
sa,sina,asesõna,Enne sind 
Et,et,sidesõna,Enne sind 
mul,mina,asesõna,Enne sind 
hing,hing,nimisõna,Enne sind 
kannab,kandma,tegusõna,Enne sind 
armuloori,armuloor,nimisõna,Enne sind 
Su,sina,asesõna,Enne sind 
järele,järele,kaassõna,Enne sind 
igatsen,igatsema,tegusõna,Enne sind 
ma,mina,asesõna,Enne sind 
.,.,lausemärk,Enne sind 
(,(,lausemärk,Enne sind 
5x,5x,lühend,Enne sind 
),),lausemärk,Enne sind 
1.,1.,järgarvsõna,"1.
PÕHJU"
PÕHJUST,põhjus,nimisõna,"1.
PÕHJU"
MILJON,miljon,põhiarvsõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
MILLEST,mis,asesõna,"1.
PÕHJU"
MÕELDA,mõtlema,tegusõna,"1.
PÕHJU"
VÕIN,võima,tegusõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
NÄEN,nägema,tegusõna,"1.
PÕHJU"
SU,sina,asesõna,"1.
PÕHJU"
NÄOST,nägu,nimisõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
EI,ei,tegusõna,"1.
PÕHJU"
AITA,Aita,pärisnimi,"1.
PÕHJU"
SEE,see,asesõna,"1.
PÕHJU"
.,.,lausemärk,"1.
PÕHJU"
SÕRMUS,Sõrmus,pärisnimi,"1.
PÕHJU"
KAASA,Kaasa,pärisnimi,"1.
PÕHJU"
VIIS,viima,tegusõna,"1.
PÕHJU"
MU,mina,asesõna,"1.
PÕHJU"
SOOVID,soov,nimisõna,"1.
PÕHJU"
KÕIK,kõik,asesõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
KÄEL,käsi,nimisõna,"1.
PÕHJU"
SU,sina,asesõna,"1.
PÕHJU"
SOOJUST,soojus,nimisõna,"1.
PÕHJU"
TUNNEN,tundma,tegusõna,"1.
PÕHJU"
VEEL,veel,määrsõna,"1.
PÕHJU"
.,.,lausemärk,"1.
PÕHJU"
Ref,Ref,pärisnimi,"1.
PÕHJU"
:,:,lausemärk,"1.
PÕHJU"
OLEN,olema,tegusõna,"1.
PÕHJU"
LOOBUDA,loobuma,tegusõna,"1.
PÕHJU"
SUST,sina,asesõna,"1.
PÕHJU"
PROOVINUD,proovinu,nimisõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
SEE,see,asesõna,"1.
PÕHJU"
NÄIB,näima,tegusõna,"1.
PÕHJU"
LOOTUSETU,lootusetu,omadussõna algvõrre,"1.
PÕHJU"
SOOV,soov,nimisõna,"1.
PÕHJU"
.,.,lausemärk,"1.
PÕHJU"
SINUST,sina,asesõna,"1.
PÕHJU"
LEIDSIN,leidma,tegusõna,"1.
PÕHJU"
KÕIK,kõik,asesõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
EI,ei,määrsõna,"1.
PÕHJU"
HOOLIND,Hoolind,pärisnimi,"1.
PÕHJU"
MUUST,Muust,pärisnimi,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
IGAVIK,Igavik,pärisnimi,"1.
PÕHJU"
NÜÜD,nüüd,määrsõna,"1.
PÕHJU"
VAID,vaid,määrsõna,"1.
PÕHJU"
RAHU,rahu,nimisõna,"1.
PÕHJU"
TOOB,tooma,tegusõna,"1.
PÕHJU"
.,.,lausemärk,"1.
PÕHJU"
2.,2.,järgarvsõna,"1.
PÕHJU"
MA,mina,asesõna,"1.
PÕHJU"
EI,ei,tegusõna,"1.
PÕHJU"
JÄÄNUD,jääma|jäänud,,"1.
PÕHJU"
ÜKSI,üksi,määrsõna,"1.
PÕHJU"
EKSLEMA,ekslema,tegusõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
VÕÕRAS,võõras,omadussõna algvõrre,"1.
PÕHJU"
MUL,mina,asesõna,"1.
PÕHJU"
ON,olema,tegusõna,"1.
PÕHJU"
SÜÜTA,Süüta,pärisnimi,"1.
PÕHJU"
SÜÜ,süü,nimisõna,"1.
PÕHJU"
.,.,lausemärk,"1.
PÕHJU"
LIND,lind,nimisõna,"1.
PÕHJU"
SU,sina,asesõna,"1.
PÕHJU"
ARMUPUURIS,armupuur,nimisõna,"1.
PÕHJU"
PEKSLEMAS,pekslema,tegusõna,"1.
PÕHJU"
",",",",lausemärk,"1.
PÕHJU"
MA,mina,asesõna,"1.
PÕHJU"
OLIN,olema,tegusõna,"1.
PÕHJU"
SIIS,siis,määrsõna,"1.
PÕHJU"
JA,ja,sidesõna,"1.
PÕHJU"
OLEN,olema,tegusõna,"1.
PÕHJU"
NÜÜD,nüüd,määrsõna,"1.
PÕHJU"
.,.,lausemärk,"1.
PÕHJU"
Ref,Ref,pärisnimi,"1.
PÕHJU"
:,:,lausemärk,"1.
PÕHJU"
OLEN,olema,tegusõna,"1.
PÕHJU"
LOOBUDA,loobuma,tegusõna,"1.
PÕHJU"
…,…,lühend,"1.
PÕHJU"
Ref,Ref,pärisnimi,"1.
PÕHJU"
:,:,lausemärk,"1.
PÕHJU"
OLEN,olema,tegusõna,"1.
PÕHJU"
LOOBUDA,loobuma,tegusõna,"1.
PÕHJU"
…,…,lühend,"1.
PÕHJU"
Olen,olema,tegusõna,Olen tulnu
tulnud,tulema|tulnud,,Olen tulnu
liiga,liiga,määrsõna,Olen tulnu
pikalt,pikk,omadussõna algvõrre,Olen tulnu
teelt,tee,nimisõna,Olen tulnu
Tühja,tühi,omadussõna algvõrre,Olen tulnu
maja,maja,nimisõna,Olen tulnu
leidsin,leidma,tegusõna,Olen tulnu
enda,ise,asesõna,Olen tulnu
eest,eest,kaassõna,Olen tulnu
Ja,ja,sidesõna,Olen tulnu
silmanurgas,silmanurk,nimisõna,Olen tulnu
pisar,pisar,nimisõna,Olen tulnu
läigatas,läigatama,tegusõna,Olen tulnu
Ja,ja,sidesõna,Olen tulnu
sahtlipõhjast,sahtlipõhi,nimisõna,Olen tulnu
sinu,sina,asesõna,Olen tulnu
pildi,pilt,nimisõna,Olen tulnu
leian,leidma,tegusõna,Olen tulnu
ma,mina,asesõna,Olen tulnu
Ja,ja,sidesõna,Olen tulnu
seda,see,asesõna,Olen tulnu
ainiti,ainiti,määrsõna,Olen tulnu
jään,jääma,tegusõna,Olen tulnu
vaatama,vaatama,tegusõna,Olen tulnu
Mälestused,mälestus,nimisõna,Olen tulnu
tolmust,tolm,nimisõna,Olen tulnu
puhtaks,puhas,omadussõna algvõrre,Olen tulnu
pühin,pühkima,tegusõna,Olen tulnu
ma,mina,asesõna,Olen tulnu
Ei,ei,tegusõna,Olen tulnu
suuda,suutma,tegusõna,Olen tulnu
elada,elama,tegusõna,Olen tulnu
mailma,mailma,nimisõna,Olen tulnu
sinuta,sina,asesõna,Olen tulnu
Siis,siis,määrsõna,Olen tulnu
palun,paluma,tegusõna,Olen tulnu
Lase,laskma,tegusõna,Olen tulnu
mind,mina,asesõna,Olen tulnu
sisse,sisse,määrsõna,Olen tulnu
külma,külm,omadussõna algvõrre,Olen tulnu
tormi,torm,nimisõna,Olen tulnu
eest,eest,kaassõna,Olen tulnu
Võta,võtma,tegusõna,Olen tulnu
mind,mina,asesõna,Olen tulnu
soojade,soe,omadussõna algvõrre,Olen tulnu
käte,käsi,nimisõna,Olen tulnu
vahele,vahele,kaassõna,Olen tulnu
Nii,nii,määrsõna,Olen tulnu
ma,mina,asesõna,Olen tulnu
ukselävel,ukselävi,nimisõna,Olen tulnu
palusin,paluma,tegusõna,Olen tulnu
Kui,kui,,Olen tulnu
sina,sina,asesõna,Olen tulnu
ukse,uks,nimisõna,Olen tulnu
sulgesid,sulgema,tegusõna,Olen tulnu
,,lühend,Olen tulnu
Mu,mina,asesõna,Olen tulnu
maja,maja,nimisõna,Olen tulnu
sinuta,sina,asesõna,Olen tulnu
nii,nii,määrsõna,Olen tulnu
tühi,tühi,omadussõna algvõrre,Olen tulnu
näib,näima,tegusõna,Olen tulnu
Ma,mina,asesõna,Olen tulnu
nagu,nagu,,Olen tulnu
vaim,vaim,nimisõna,Olen tulnu
toast,tuba,nimisõna,Olen tulnu
tuppa,tuba,nimisõna,Olen tulnu
ringi,ringi,määrsõna,Olen tulnu
käin,käima,tegusõna,Olen tulnu
Ja,ja,sidesõna,Olen tulnu
õhtul,õhtu,nimisõna,Olen tulnu
kui,kui,,Olen tulnu
ma,mina,asesõna,Olen tulnu
vaarun,vaaruma,tegusõna,Olen tulnu
voodisse,voodi,nimisõna,Olen tulnu
Ja,ja,sidesõna,Olen tulnu
õhtul,õhtu,nimisõna,Olen tulnu
kui,kui,,Olen tulnu
ma,mina,asesõna,Olen tulnu
mõtlen,mõtlema,tegusõna,Olen tulnu
jälle,jälle,määrsõna,Olen tulnu
sinule,sina,asesõna,Olen tulnu
Siis,siis,määrsõna,Olen tulnu
palun,paluma,tegusõna,Olen tulnu
Lase,laskma,tegusõna,Olen tulnu
mind,mina,asesõna,Olen tulnu
sisse,sisse,määrsõna,Olen tulnu
külma,külm,omadussõna algvõrre,Olen tulnu
tormi,torm,nimisõna,Olen tulnu
eest,eest,kaassõna,Olen tulnu
Võta,võtma,tegusõna,Olen tulnu
mind,mina,asesõna,Olen tulnu
soojade,soe,omadussõna algvõrre,Olen tulnu
käte,käsi,nimisõna,Olen tulnu
vahele,vahele,kaassõna,Olen tulnu
Nii,nii,määrsõna,Olen tulnu
ma,mina,asesõna,Olen tulnu
ukselävel,ukselävi,nimisõna,Olen tulnu
palusin,paluma,tegusõna,Olen tulnu
,,lühend,Olen tulnu
1.,1.,järgarvsõna,"1.
EKSIS"
EKSISIN,eksima,tegusõna,"1.
EKSIS"
OTSIDES,otsima,tegusõna,"1.
EKSIS"
SIND,sina,asesõna,"1.
EKSIS"
MÖÖDA,mööda,kaassõna,"1.
EKSIS"
PATUSEID,patune,omadussõna algvõrre,"1.
EKSIS"
TEID,tee,nimisõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
KUID,kuu,nimisõna,"1.
EKSIS"
EI,ei,tegusõna,"1.
EKSIS"
LEIDNUD,leidma|leidnud,,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
ARMASTUST,armastus,nimisõna,"1.
EKSIS"
OOTAS,ootama,tegusõna,"1.
EKSIS"
MU,mina,asesõna,"1.
EKSIS"
HING,hing,nimisõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
TÜDIND,Tüdind,pärisnimi,"1.
EKSIS"
NEIST,see,asesõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
KEDA,kes,asesõna,"1.
EKSIS"
KÄED,käsi,nimisõna,"1.
EKSIS"
SENI,seni,määrsõna,"1.
EKSIS"
HOIDNUD,hoidma|hoidnud,,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
MINU,mina,asesõna,"1.
EKSIS"
ELLU,elu,nimisõna,"1.
EKSIS"
TÕI,tooma,tegusõna,"1.
EKSIS"
SIND,sina,asesõna,"1.
EKSIS"
JUHUS,juht,nimisõna,"1.
EKSIS"
VAID,vaid,määrsõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
SAATUS,Saatus,pärisnimi,"1.
EKSIS"
HAAVAND,Haavand,pärisnimi,"1.
EKSIS"
OLI,olema,tegusõna,"1.
EKSIS"
MÕLEMAID,mõlema,asesõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
OLLA,olema,tegusõna,"1.
EKSIS"
TAHAN,tahtma,tegusõna,"1.
EKSIS"
NÜÜD-,nüüd,määrsõna,"1.
EKSIS"
SINU,sina,asesõna,"1.
EKSIS"
JAOKS,jaoks,kaassõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
2.,2.,järgarvsõna,"1.
EKSIS"
SUUDLUSE,suudlus,nimisõna,"1.
EKSIS"
MAHLANE,mahlane,omadussõna algvõrre,"1.
EKSIS"
MAIK,maik,nimisõna,"1.
EKSIS"
AINA,aina,määrsõna,"1.
EKSIS"
MEENUTAB,meenutama,tegusõna,"1.
EKSIS"
SIND,sina,asesõna,"1.
EKSIS"
MINU,mina,asesõna,"1.
EKSIS"
HUULIL,huul,nimisõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
ÕHTUNE,Õhtune,pärisnimi,"1.
EKSIS"
KOHTUMISPAIK,Kohtumispaik,pärisnimi,"1.
EKSIS"
ÕNNEHETKI,Õnnehetki,pärisnimi,"1.
EKSIS"
NÄEB,nägema,tegusõna,"1.
EKSIS"
TAAS,taas,määrsõna,"1.
EKSIS"
VÄIKSEID,Väiksei|Väikseid,pärisnimi,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
SUURI,Suuri,pärisnimi,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
VAREM,varem,määrsõna,"1.
EKSIS"
KÕIK,kõik,asesõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
MIS,mis,asesõna,"1.
EKSIS"
NÕNDA,nõnda,määrsõna,"1.
EKSIS"
ARGLIK,arglik,omadussõna algvõrre,"1.
EKSIS"
NÄIS,näima,tegusõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
SOOVE,Soove,pärisnimi,"1.
EKSIS"
MEELETUMAID,Meeletumai,pärisnimi,"1.
EKSIS"
NÜÜD,nüüd,määrsõna,"1.
EKSIS"
ON,olema,tegusõna,"1.
EKSIS"
TÄIS,täis,nimisõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
TUHAKS,Tuhaks,pärisnimi,"1.
EKSIS"
PÕLEND,Põlend,pärisnimi,"1.
EKSIS"
MAID-,Mai,pärisnimi,"1.
EKSIS"
SINU,sina,asesõna,"1.
EKSIS"
JAOKS,jaoks,kaassõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
3.,3.,järgarvsõna,"1.
EKSIS"
NÜÜD,nüüd,määrsõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
MIL,mil,määrsõna,"1.
EKSIS"
MU,mina,asesõna,"1.
EKSIS"
KÕRVAL,kõrval,kaassõna,"1.
EKSIS"
SA,sina,asesõna,"1.
EKSIS"
KÄID,käima,tegusõna,"1.
EKSIS"
JA,ja,sidesõna,"1.
EKSIS"
MIND,mina,asesõna,"1.
EKSIS"
ARMASTAD,armastama,tegusõna,"1.
EKSIS"
NII,nii,määrsõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
KUI,kui,,"1.
EKSIS"
EIKEEGI,eikeegi,asesõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
TUNDUB,tunduma,tegusõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
ET,et,sidesõna,"1.
EKSIS"
MAHA,maha,määrsõna,"1.
EKSIS"
MEIST,mina,asesõna,"1.
EKSIS"
JÄI,jääma,tegusõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
SEE,see,asesõna,"1.
EKSIS"
MIS,mis,asesõna,"1.
EKSIS"
SURMATA,surm,nimisõna,"1.
EKSIS"
VÕIS,võima,tegusõna,"1.
EKSIS"
ARMULEEGI,armuleek,nimisõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
ÄRA,ära,tegusõna,"1.
EKSIS"
IIAL,iial,määrsõna,"1.
EKSIS"
SULE,sulg,nimisõna,"1.
EKSIS"
UST,uks,nimisõna,"1.
EKSIS"
MU,mina,asesõna,"1.
EKSIS"
EEST,esi,nimisõna,"1.
EKSIS"
",",",",lausemärk,"1.
EKSIS"
KUI,kui,,"1.
EKSIS"
PEAN,pidama,tegusõna,"1.
EKSIS"
ÜKSI,üksi,määrsõna,"1.
EKSIS"
JÄÄMA,jääm,nimisõna,"1.
EKSIS"
KAOTAN,kaotama,tegusõna,"1.
EKSIS"
TEE,tee,nimisõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
KALLIS,Kall|Kalli|Kallis,pärisnimi,"1.
EKSIS"
HOIA,hoidma,tegusõna,"1.
EKSIS"
END-,ise,asesõna,"1.
EKSIS"
MINU,mina,asesõna,"1.
EKSIS"
JAOKS,jaoks,kaassõna,"1.
EKSIS"
.,.,lausemärk,"1.
EKSIS"
ELASID,elama,tegusõna,ELASID KOO
KOOS,koos,nimisõna,ELASID KOO
KORD,Kord,pärisnimi,ELASID KOO
MUTTER,Mutter,pärisnimi,ELASID KOO
JA,ja,sidesõna,ELASID KOO
POLT,Polt,pärisnimi,ELASID KOO
EI,ei,tegusõna,ELASID KOO
SEGANUD,segama|seganud,,ELASID KOO
NEID,see,asesõna,ELASID KOO
IIAL,iial,määrsõna,ELASID KOO
MITTE,mitte,määrsõna,ELASID KOO
ÜKS,üks,asesõna,ELASID KOO
TONT,tont,nimisõna,ELASID KOO
SÜNDIS,sündima,tegusõna,ELASID KOO
NEIL,tema,asesõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
SAI,Sai,pärisnimi,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
NIMEKS,Nimeks,pärisnimi,ELASID KOO
TAL,tema,asesõna,ELASID KOO
KÕIK,kõik,asesõna,ELASID KOO
OLI,olema,tegusõna,ELASID KOO
KENA,kena,omadussõna algvõrre,ELASID KOO
SIIN,siin,nimisõna,ELASID KOO
PÄIKESE,päike|päikene,nimisõna,ELASID KOO
ALL,all,kaassõna,ELASID KOO
KUID,kuu,nimisõna,ELASID KOO
ÜKSKORD,ükskord,määrsõna,ELASID KOO
POLT,polt,nimisõna,ELASID KOO
VÄIKSED,Väike|Väikse|Väiksed,pärisnimi,ELASID KOO
ÕLLED,Õlle|Õlled|Õlu,pärisnimi,ELASID KOO
SEES,sees,kaassõna,ELASID KOO
KÜSIS,küsima,tegusõna,ELASID KOO
MIKS,miks,määrsõna,ELASID KOO
POLE,olema,tegusõna,ELASID KOO
SEIBIL,Seib|Seibi|Seip,pärisnimi,ELASID KOO
VINTE,Vinte,pärisnimi,ELASID KOO
SEES,sees,kaassõna,ELASID KOO
MUTTER,mutter,nimisõna,ELASID KOO
EI,ei,tegusõna,ELASID KOO
OSANUD,osanud|oskama,,ELASID KOO
VASTATA,vastama,tegusõna,ELASID KOO
JA,ja,sidesõna,ELASID KOO
JÄIGI,jääma,tegusõna,ELASID KOO
VASTUS,vastus,nimisõna,ELASID KOO
SAAMATA,Saamata,pärisnimi,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
!,!,lausemärk,ELASID KOO
(,(,lausemärk,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
),),lausemärk,ELASID KOO
ON,olema,tegusõna,ELASID KOO
POLDI,Pold|Poldi|Polt,pärisnimi,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
(,(,lausemärk,ELASID KOO
ON,olema,tegusõna,ELASID KOO
POLDI,polt,nimisõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
),),lausemärk,ELASID KOO
MUTRI,mutter,nimisõna,ELASID KOO
JA,ja,sidesõna,ELASID KOO
POLDI,polt,nimisõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
(,(,lausemärk,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
),),lausemärk,ELASID KOO
VINDINE,Vindine,pärisnimi,ELASID KOO
POLT,Polt,pärisnimi,ELASID KOO
(,(,lausemärk,ELASID KOO
POLDI,Poldi,pärisnimi,ELASID KOO
POEG,Poeg,pärisnimi,ELASID KOO
),),lausemärk,ELASID KOO
SEIB,seib,nimisõna,ELASID KOO
!,!,lausemärk,ELASID KOO
(,(,lausemärk,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
),),lausemärk,ELASID KOO
ON,olema,tegusõna,ELASID KOO
POLDI,Pold|Poldi|Polt,pärisnimi,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
(,(,lausemärk,ELASID KOO
ON,olema,tegusõna,ELASID KOO
POLDI,polt,nimisõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
),),lausemärk,ELASID KOO
POLDIPOEG,poldipoeg,nimisõna,ELASID KOO
-,-,lausemärk,ELASID KOO
MUTTER,Mutter,pärisnimi,ELASID KOO
VA,va,lühend,ELASID KOO
SORT,Sort,pärisnimi,ELASID KOO
ELASID,elama,tegusõna,ELASID KOO
KOOS,koos,nimisõna,ELASID KOO
KORD,Kord,pärisnimi,ELASID KOO
MUTTER,Mutter,pärisnimi,ELASID KOO
JA,ja,sidesõna,ELASID KOO
POLT,Polt,pärisnimi,ELASID KOO
EI,ei,tegusõna,ELASID KOO
SEGANUD,segama|seganud,,ELASID KOO
NEID,see,asesõna,ELASID KOO
IIAL,iial,määrsõna,ELASID KOO
MITTE,mitte,määrsõna,ELASID KOO
ÜKS,üks,asesõna,ELASID KOO
TONT,tont,nimisõna,ELASID KOO
SÜNDIS,sündima,tegusõna,ELASID KOO
NEIL,tema,asesõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
SAI,Sai,pärisnimi,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
NIMEKS,Nimeks,pärisnimi,ELASID KOO
TAL,tema,asesõna,ELASID KOO
KÕIK,kõik,asesõna,ELASID KOO
OLI,olema,tegusõna,ELASID KOO
KENA,kena,omadussõna algvõrre,ELASID KOO
SIIN,siin,nimisõna,ELASID KOO
PÄIKESE,päike|päikene,nimisõna,ELASID KOO
ALL,all,kaassõna,ELASID KOO
KUID,kuu,nimisõna,ELASID KOO
ÜKSKORD,ükskord,määrsõna,ELASID KOO
POLT,polt,nimisõna,ELASID KOO
VÄIKSED,Väike|Väikse|Väiksed,pärisnimi,ELASID KOO
ÕLLED,Õlle|Õlled|Õlu,pärisnimi,ELASID KOO
SEES,sees,kaassõna,ELASID KOO
KÜSIS,küsima,tegusõna,ELASID KOO
MIKS,miks,määrsõna,ELASID KOO
POLE,olema,tegusõna,ELASID KOO
SEIBIL,Seib|Seibi|Seip,pärisnimi,ELASID KOO
VINTE,Vinte,pärisnimi,ELASID KOO
SEES,sees,kaassõna,ELASID KOO
MUTTER,mutter,nimisõna,ELASID KOO
EI,ei,tegusõna,ELASID KOO
OSANUD,osanud|oskama,,ELASID KOO
VASTATA,vastama,tegusõna,ELASID KOO
JA,ja,sidesõna,ELASID KOO
JÄIGI,jääma,tegusõna,ELASID KOO
VASTUS,vastus,nimisõna,ELASID KOO
SAAMATA,Saamata,pärisnimi,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
!,!,lausemärk,ELASID KOO
(,(,lausemärk,ELASID KOO
SEIB,Seib,pärisnimi,ELASID KOO
),),lausemärk,ELASID KOO
ON,olema,tegusõna,ELASID KOO
POLDI,Pold|Poldi|Polt,pärisnimi,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
(,(,lausemärk,ELASID KOO
ON,olema,tegusõna,ELASID KOO
POLDI,polt,nimisõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
),),lausemärk,ELASID KOO
MUTRI,mutter,nimisõna,ELASID KOO
JA,ja,sidesõna,ELASID KOO
POLDI,polt,nimisõna,ELASID KOO
POEG,poeg,nimisõna,ELASID KOO
